route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
"2433_4001","2433","4001","Penrith Station to McCarthy College","School Buses","712","00B5EF","FFFFFF"
"2433_4002","2433","4002","Swallow Dr opp Skylark Cres to Caroline Chisholm College","School Buses","712","00B5EF","FFFFFF"
"2433_4003","2433","4003","Caroline Chisholm College to York PS via Regentville PS","School Buses","712","00B5EF","FFFFFF"
"2433_4004","2433","4004","Trinity Dr opp Pasturegate Ave to Caroline Chisholm HS","School Buses","712","00B5EF","FFFFFF"
"2433_4005","2433","4005","Weir Rd after Seventh St to Holy Family PS","School Buses","712","00B5EF","FFFFFF"
"2433_4006","2433","4006","Solander Dr at Cook Pde to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4007","2433","4007","Blackwell PS, Blackwell Ave to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4008","2433","4008","Bennett Rd after Shepherd St to Penrith Christian School","School Buses","712","00B5EF","FFFFFF"
"2433_4009","2433","4009","Xavier College to Henry Fulton PS","School Buses","712","00B5EF","FFFFFF"
"2433_4010","2433","4010","Weir Rd after Seventh St to Caroline Chisholm College","School Buses","712","00B5EF","FFFFFF"
"2433_4011","2433","4011","Glenmore Park HS to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4013","2433","4013","Fifth Rd opp Llandilo Rd to Llandilo PS","School Buses","712","00B5EF","FFFFFF"
"2433_4014","2433","4014","Llandilo PS to Caroline Chisholm College","School Buses","712","00B5EF","FFFFFF"
"2433_4017","2433","4017","Penrith Station to McCarthy College","School Buses","712","00B5EF","FFFFFF"
"2433_4019","2433","4019","Penrith Station to McCarthy College","School Buses","712","00B5EF","FFFFFF"
"2433_4020","2433","4020","159 Park River Cl to Penrith Christian School","School Buses","712","00B5EF","FFFFFF"
"2433_4021","2433","4021","Penrith Station to Penrith PS & Penrith HS","School Buses","712","00B5EF","FFFFFF"
"2433_4022","2433","4022","Penrith Station to St Pauls Grammar","School Buses","712","00B5EF","FFFFFF"
"2433_4027","2433","4027","Xavier College to Llandilo PS","School Buses","712","00B5EF","FFFFFF"
"2433_4033","2433","4033","Arakoon Ave at Caloola Ave to The Lakes College","School Buses","712","00B5EF","FFFFFF"
"2433_4034","2433","4034","Weir Rd at Fifth St to McCarthy College","School Buses","712","00B5EF","FFFFFF"
"2433_4036","2433","4036","Little Joeys Pre-School to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4037","2433","4037","Banks Dr opp Teak St to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4040","2433","4040","Swallow Dr at Fantail Cres to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4042","2433","4042","Penrith Station to Penrith PS & Penrith HS","School Buses","712","00B5EF","FFFFFF"
"2433_4043","2433","4043","Colorado Dr after Explorers Way to Penrith PS & Penrith HS","School Buses","712","00B5EF","FFFFFF"
"2433_4044","2433","4044","Victoria St at Richmond Rd to Glenmore Park HS","School Buses","712","00B5EF","FFFFFF"
"2433_4047","2433","4047","Victoria St at Richmond Rd to Caroline Chisholm College","School Buses","712","00B5EF","FFFFFF"
"2433_4048","2433","4048","Taylors Rd at Silverdale Rd to Holy Family PS","School Buses","712","00B5EF","FFFFFF"
"2433_4049","2433","4049","Mulgoa Rd after School House Rd to Kingswood HS","School Buses","712","00B5EF","FFFFFF"
"2433_4050","2433","4050","Banks Dr after Mamre Rd to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4052","2433","4052","Banks Dr after Mamre Rd to Erskine Park HS","School Buses","712","00B5EF","FFFFFF"
"2433_4053","2433","4053","Swallow Dr opp Skylark Cres to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4055","2433","4055","Mulgoa Rd after School House Rd to McCarthy College","School Buses","712","00B5EF","FFFFFF"
"2433_4058","2433","4058","Surveyors Creek Rd at Kiber Dr to St Nicholas of Myra PS","School Buses","712","00B5EF","FFFFFF"
"2433_4059","2433","4059","McCarthy College to Penrith Sation","School Buses","712","00B5EF","FFFFFF"
"2433_4060","2433","4060","Penrith Station to Penrith Anglican College","School Buses","712","00B5EF","FFFFFF"
"2433_4062","2433","4062","Greygums Rd opp Bottlebrush Dr to St Mary Mackillop PS","School Buses","712","00B5EF","FFFFFF"
"2433_4064","2433","4064","Penrith South PS to St Pauls Grammar","School Buses","712","00B5EF","FFFFFF"
"2433_4067","2433","4067","Mamre Rd at Lonsdale St to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4068","2433","4068","Bennett Rd at Lockheed Cct to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4072","2433","4072","Bringelly Rd after The Northern Rd to Xavier College","School Buses","712","00B5EF","FFFFFF"
"2433_4073","2433","4073","Richmond St opp Cooper St to Xavier College","School Buses","712","00B5EF","FFFFFF"
"2433_4074","2433","4074","Caroline Chisholm College to Penrith Christian School","School Buses","712","00B5EF","FFFFFF"
"2433_4075","2433","4075","Penrith Station to Penrith Anglican College","School Buses","712","00B5EF","FFFFFF"
"2433_4077","2433","4077","Andromeda Dr before The Northern Rd to Henry Fulton PS","School Buses","712","00B5EF","FFFFFF"
"2433_4078","2433","4078","Weir Rd after Seventh St to Glenmore Park HS","School Buses","712","00B5EF","FFFFFF"
"2433_4079","2433","4079","Caloola Av before Kareela Ave to Penrith HS","School Buses","712","00B5EF","FFFFFF"
"2433_4080","2433","4080","Wallacia to Caroline Chisholm College","School Buses","712","00B5EF","FFFFFF"
"2433_4082","2433","4082","Jeanette St at Mulgoa Rd to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4083","2433","4083","Angophora Av at Caddens Rd to St Mary Mackillop PS","School Buses","712","00B5EF","FFFFFF"
"2433_4084","2433","4084","St Clair Shopping Centre to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4085","2433","4085","Peppertree Dr at Dilga Cres to Holy Spirit PS","School Buses","712","00B5EF","FFFFFF"
"2433_4086","2433","4086","Mt Druitt Station to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4090","2433","4090","Penrith Station to Penrith PS & Penrith HS","School Buses","712","00B5EF","FFFFFF"
"2433_4094","2433","4094","Penrith Station to McCarthy College","School Buses","712","00B5EF","FFFFFF"
"2433_4097","2433","4097","Penrith Station to Penrith PS & Penrith HS","School Buses","712","00B5EF","FFFFFF"
"2433_4098","2433","4098","Sunflower Dr at O'Connell St to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4099","2433","4099","Mt Druitt Station to Chifley College Dunheved Campus","School Buses","712","00B5EF","FFFFFF"
"2433_4102","2433","4102","Allison Dr opp Langley Av to Nepean Christian School","School Buses","712","00B5EF","FFFFFF"
"2433_4103","2433","4103","Carlisle Av opp Durham St to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4104","2433","4104","Erskine Park HS to Trinity PS","School Buses","712","00B5EF","FFFFFF"
"2433_4105","2433","4105","Weir Rd after Seventh St to Penrith Anglican College","School Buses","712","00B5EF","FFFFFF"
"2433_4106","2433","4106","Silverdale Rd before Farnsworth Av to Nepean Christian School","School Buses","712","00B5EF","FFFFFF"
"2433_4107","2433","4107","Penrith Anglican College to Penrith Christian Scool","School Buses","712","00B5EF","FFFFFF"
"2433_4108","2433","4108","Saddington St after Mamre Rd to Erskine Park HS","School Buses","712","00B5EF","FFFFFF"
"2433_4110","2433","4110","Weir Rd after Seventh St to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4113","2433","4113","Kingswood Station to Kingswood PS","School Buses","712","00B5EF","FFFFFF"
"2433_4115","2433","4115","St Marys Station to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4116","2433","4116","Sunflower Dr after Myrtle Rd to Kingswood HS","School Buses","712","00B5EF","FFFFFF"
"2433_4119","2433","4119","Captain Cook Dr at Mercator Cr to Chifley College Dunheved Campus","School Buses","712","00B5EF","FFFFFF"
"2433_4122","2433","4122","Werrington Station to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4123","2433","4123","Trinity Dr at Dunheved Rd to Cranebrook HS","School Buses","712","00B5EF","FFFFFF"
"2433_4127","2433","4127","Banks Dr after Mamre Rd to Erskine Park HS","School Buses","712","00B5EF","FFFFFF"
"2433_4128","2433","4128","Colorado Dr at Explorers Way to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4131","2433","4131","Kingswood HS to Glenmore Park HS","School Buses","712","00B5EF","FFFFFF"
"2433_4134","2433","4134","John Batman Av at Lockyer Av to Xavier College","School Buses","712","00B5EF","FFFFFF"
"2433_4136","2433","4136","Erskine Park HS to Emmaus College","School Buses","712","00B5EF","FFFFFF"
"2433_4137","2433","4137","Erskine Park HS to Trinity PS","School Buses","712","00B5EF","FFFFFF"
"2433_4138","2433","4138","St Dominic's College to Corpus Christi PS","School Buses","712","00B5EF","FFFFFF"
"2433_4143","2433","4143","Banks Dr after Mamre Rd to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4145","2433","4145","School House Rd after Mulgoa Rd to Penrith Christian School","School Buses","712","00B5EF","FFFFFF"
"2433_4146","2433","4146","Gipps St after Great Western Hwy to St Josephs PS","School Buses","712","00B5EF","FFFFFF"
"2433_4147","2433","4147","Luddenhan Rd after Mamre Rd to St Clair HS","School Buses","712","00B5EF","FFFFFF"
"2433_4148","2433","4148","Lansdowne Rd after Samuel Marsden Rd to Kingswood South PS","School Buses","712","00B5EF","FFFFFF"
"2433_4149","2433","4149","Park Av after Richmond Rd to Kingswood Station","School Buses","712","00B5EF","FFFFFF"
"2433_4157","2433","4157","St Marys Station to Xavier College via Ropes Crossing","School Buses","712","00B5EF","FFFFFF"
"2433_4501","2433","4501","Caroline Chisholm College to Borrowdale Way opp Seaton Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4502","2433","4502","McCarthy College to Weir Rd opp Seventh St","School Buses","712","00B5EF","FFFFFF"
"2433_4504","2433","4504","Trinity PS to Chameleon Dr at Carcoar Cl","School Buses","712","00B5EF","FFFFFF"
"2433_4505","2433","4505","Mamre Anglican School to Swallow Dr at Skylark Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4506","2433","4506","Jamison HS to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4507","2433","4507","McCarthy College to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4508","2433","4508","St Nicholas of Myra PS to Werrington Station","School Buses","712","00B5EF","FFFFFF"
"2433_4509","2433","4509","Holy Family PS to Weir Rd opp Seventh St","School Buses","712","00B5EF","FFFFFF"
"2433_4510","2433","4510","Mamre Anglican School to Captain Cook Dr before Palmyra Av","School Buses","712","00B5EF","FFFFFF"
"2433_4511","2433","4511","Erskine Park HS to Kent Rd at Lansdowne Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4512","2433","4512","Mamre Anglican School to St Marys Station","School Buses","712","00B5EF","FFFFFF"
"2433_4513","2433","4513","St Dominic's School to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4514","2433","4514","Caroline Chisholm College to Mamre at Saddington","School Buses","712","00B5EF","FFFFFF"
"2433_4515","2433","4515","Trinity PS to Swallow Dr at Skylark Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4516","2433","4516","Mamre Anglican School to Mulgoa Rd opp Wallacia Hotel","School Buses","712","00B5EF","FFFFFF"
"2433_4518","2433","4518","Mamre Anglican School to Carpenter St before Marsden Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4521","2433","4521","Penrith Anglican College to Park River Cl at Fairlight Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4523","2433","4523","St Josephs PS to Penrith Anglican College","School Buses","712","00B5EF","FFFFFF"
"2433_4526","2433","4526","Penrith Anglican College to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4527","2433","4527","Glenmore Park HS to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4531","2433","4531","Caroline Chisholm College to Trinity Dr at Cleeve Pl","School Buses","712","00B5EF","FFFFFF"
"2433_4532","2433","4532","St Paul's Grammar School to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4534","2433","4534","York PS to Weir Rd opp Seventh St","School Buses","712","00B5EF","FFFFFF"
"2433_4535","2433","4535","Kingswood HS to Sunflower Dr before Gipps St","School Buses","712","00B5EF","FFFFFF"
"2433_4536","2433","4536","Penrith Christian Community School to Weir Rd opp Seventh St","School Buses","712","00B5EF","FFFFFF"
"2433_4538","2433","4538","Penrith Christian Community School to Trinity Dr at Cleeve Pl","School Buses","712","00B5EF","FFFFFF"
"2433_4540","2433","4540","St Paul's Grammar School to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4541","2433","4541","Caroline Chisholm College to The Northern Rd before Cranebrook Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4548","2433","4548","Corpus Christi Catholic PS to Castlereagh Rd before High St via Castlereagh","School Buses","712","00B5EF","FFFFFF"
"2433_4549","2433","4549","Bethany Catholic PS to Weir Rd opp Seventh St via Luddenham","School Buses","712","00B5EF","FFFFFF"
"2433_4551","2433","4551","Trinity Catholic PS to Cook Pde at Clyde Av","School Buses","712","00B5EF","FFFFFF"
"2433_4552","2433","4552","Mamre Anglican School to Luddenhan Rd before Mamre Rd via Kemps Creek","School Buses","712","00B5EF","FFFFFF"
"2433_4553","2433","4553","Trinity Catholic Primary to Banks Dr after Teak St","School Buses","712","00B5EF","FFFFFF"
"2433_4554","2433","4554","Mamre Anglican School to Wentworth Rd at The Northern Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4555","2433","4555","Caroline Chisholm HS to Coonawarra Dr at Colorado Dr","School Buses","712","00B5EF","FFFFFF"
"2433_4557","2433","4557","St Dominics College to Swallow Dr at Skylark Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4559","2433","4559","St Dominics College to Ridgetop Dr before Glenmore Pkwy","School Buses","712","00B5EF","FFFFFF"
"2433_4560","2433","4560","Penrith Anglican College to Weir Rd opp Seventh St","School Buses","712","00B5EF","FFFFFF"
"2433_4563","2433","4563","Bethany Catholic PS to Swallow Dr at Skylark Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4565","2433","4565","Trinity Catholic PS to St Clair Av after Banks Dr","School Buses","712","00B5EF","FFFFFF"
"2433_4566","2433","4566","Emmaus College to St Marys Station","School Buses","712","00B5EF","FFFFFF"
"2433_4567","2433","4567","McCarthy Catholic College to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4568","2433","4568","Xavier College to Greenbank/Harvest","School Buses","712","00B5EF","FFFFFF"
"2433_4569","2433","4569","Nepean Christian School to Glenbrook St at Warragamba Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4570","2433","4570","Emmaus College to Roper Rd opp Carlisle Av","School Buses","712","00B5EF","FFFFFF"
"2433_4571","2433","4571","Mamre Anglican School to Brisbane St before Australia St","School Buses","712","00B5EF","FFFFFF"
"2433_4573","2433","4573","Bethany Catholic PS to Greendale Rd opp Regal Oaks Retirement Village","School Buses","712","00B5EF","FFFFFF"
"2433_4581","2433","4581","Xavier College to John Batman Av at Lockyer Av","School Buses","712","00B5EF","FFFFFF"
"2433_4584","2433","4584","Emmaus College to Swallow Dr opp Warbler St","School Buses","712","00B5EF","FFFFFF"
"2433_4589","2433","4589","St Pauls Grammar to Burton St bfore Victoria St","School Buses","712","00B5EF","FFFFFF"
"2433_4590","2433","4590","Erskine Park HS to Banks Dr at Mamre Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4591","2433","4591","Mamre Anglican School to Solander Dr after Naoli Pl","School Buses","712","00B5EF","FFFFFF"
"2433_4592","2433","4592","Caroline Chisholm HS to Sunflower Dr before Gipps St","School Buses","712","00B5EF","FFFFFF"
"2433_4593","2433","4593","Penrith Station to Evan St at Darling St via South Penrith","School Buses","712","00B5EF","FFFFFF"
"2433_4595","2433","4595","Caroline Chisholm HS to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4596","2433","4596","St Dominic's College to Stony Creek Rd at Shane Park Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4599","2433","4599","St Dominic's College to St Dominics College vai Werrington Downs","School Buses","712","00B5EF","FFFFFF"
"2433_4600","2433","4600","St Dominics School to Bija Dr op Burra Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4602","2433","4602","Mamre Anglican School to Peppertree Dr opp Dilga Cr","School Buses","712","00B5EF","FFFFFF"
"2433_4604","2433","4604","McCarthy Catholic College to Regentville PS","School Buses","712","00B5EF","FFFFFF"
"2433_4605","2433","4605","Nepean Christian School to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4606","2433","4606","Jamison HS to Penrith Anglican College","School Buses","712","00B5EF","FFFFFF"
"2433_4609","2433","4609","St Pauls Grammar School to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4611","2433","4611","Glenmore Park HS to Silverdale Rd opp Taylors Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4612","2433","4612","Trinity Catholic Primary to Mamre Anglican School via St Clair","School Buses","712","00B5EF","FFFFFF"
"2433_4613","2433","4613","Mamre Anglican School to Mt Druitt Station","School Buses","712","00B5EF","FFFFFF"
"2433_4614","2433","4614","Kingswood HS to Jamison Rd before Dent St","School Buses","712","00B5EF","FFFFFF"
"2433_4615","2433","4615","Penrith Anglican College to Maxwell St opp Parsons Av","School Buses","712","00B5EF","FFFFFF"
"2433_4616","2433","4616","Erskine Park HS to St Marys Station","School Buses","712","00B5EF","FFFFFF"
"2433_4617","2433","4617","The Lakes Christian College to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4620","2433","4620","Trinity Catholic PS to Cook Pde at Pine Creek Cct","School Buses","712","00B5EF","FFFFFF"
"2433_4623","2433","4623","Cranebrook HS to Dunheved Rd at Greenbank Dr","School Buses","712","00B5EF","FFFFFF"
"2433_4624","2433","4624","St Dominic's College to Harvest Dr at Greenbank Dr","School Buses","712","00B5EF","FFFFFF"
"2433_4626","2433","4626","Xavier College to Victoria St at Richmond Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4627","2433","4627","McCarthy Catholic College to Cranebrook Village Shopping Centre","School Buses","712","00B5EF","FFFFFF"
"2433_4629","2433","4629","Erskine Park HS to Banks Dr at Mamre Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4630","2433","4630","Caroline Chisholm HS to Parker St after Oxford St","School Buses","712","00B5EF","FFFFFF"
"2433_4631","2433","4631","Caroline Chisholm HS to Gipps St before Great Western Hwy","School Buses","712","00B5EF","FFFFFF"
"2433_4636","2433","4636","Cranebrook HS to Llandilo Rd opp Galvin Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4637","2433","4637","Colyton HS to St Marys Station","School Buses","712","00B5EF","FFFFFF"
"2433_4639","2433","4639","St Nicholas of Myra School to St Pauls Grammar School","School Buses","712","00B5EF","FFFFFF"
"2433_4640","2433","4640","McCarthy Catholic College to Parker St after Oxford St","School Buses","712","00B5EF","FFFFFF"
"2433_4641","2433","4641","St Josephs PS to Garswood Rd before The Northern Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4642","2433","4642","Trinity Catholic PS to Melville Rd before Hunter St","School Buses","712","00B5EF","FFFFFF"
"2433_4643","2433","4643","Chifley College Dunheved Campus to Mt Druitt Station","School Buses","712","00B5EF","FFFFFF"
"2433_4644","2433","4644","St Pauls Grammar School to Claremont Meadows Shops","School Buses","712","00B5EF","FFFFFF"
"2433_4647","2433","4647","Mamre Anglican School to St Dominic's College","School Buses","712","00B5EF","FFFFFF"
"2433_4649","2433","4649","Chifley College Dunheved Campus to Ellsworth Dr opp Rymill Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4650","2433","4650","St Dominics College to Banks Dr at Mamre Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4651","2433","4651","Xavier College to Dunheved Rd at Greenbank Dr","School Buses","712","00B5EF","FFFFFF"
"2433_4652","2433","4652","Penrith Christian School to Penrith Station","School Buses","712","00B5EF","FFFFFF"
"2433_4653","2433","4653","St Dominic's College to Kingswood Station, Park St via Cambridge Park","School Buses","712","00B5EF","FFFFFF"
"2433_4654","2433","4654","Erskine Park HS to Mt Druitt Station","School Buses","712","00B5EF","FFFFFF"
"2433_4655","2433","4655","Kingswood HS to Regentville PS","School Buses","712","00B5EF","FFFFFF"
"2433_4656","2433","4656","Xavier College to Andromeda Dr at Vincent Rd","School Buses","712","00B5EF","FFFFFF"
"2433_4657","2433","4657","Xavier College to St Marys Station via Ropes Crossing","School Buses","712","00B5EF","FFFFFF"
"2433_5004","2433","5004","Windsor Station to The Kings School","School Buses","712","00B5EF","FFFFFF"
"2433_5005","2433","5005","Wilberforce PS to Windsor Station","School Buses","712","00B5EF","FFFFFF"
"2433_5006","2433","5006","Windsor Station to Windsor PS","School Buses","712","00B5EF","FFFFFF"
"2433_5007","2433","5007","Barnetts Rd after Oakes Rd to St Monica's PS","School Buses","712","00B5EF","FFFFFF"
"2433_5008","2433","5008","Pellizzer Rd after Balmoral Rd to Hills Grammar School","School Buses","712","00B5EF","FFFFFF"
"2433_5009","2433","5009","Stannix Park Rd at Carrs Rd to Windsor HS","School Buses","712","00B5EF","FFFFFF"
"2433_5010","2433","5010","Richmond Station to Bede Polding College","School Buses","712","00B5EF","FFFFFF"
"2433_5011","2433","5011","Bede Polding College to Hobartville PS","School Buses","712","00B5EF","FFFFFF"
"2433_5012","2433","5012","Hobartville PS to Londonderry PS","School Buses","712","00B5EF","FFFFFF"
"2433_5013","2433","5013","Barkly Dr after Sanctuary Dr to Marsden Park PS","School Buses","712","00B5EF","FFFFFF"
"2433_5014","2433","5014","Hawkesbury Rd opp Hillcrest Rd to Hobartville PS","School Buses","712","00B5EF","FFFFFF"
"2433_5015","2433","5015","Hobartville PS to Londonderry PS","School Buses","712","00B5EF","FFFFFF"
"2433_5018","2433","5018","Richmond HS to Chisholm Catholic PS","School Buses","712","00B5EF","FFFFFF"
"2433_5019","2433","5019","Chisholm Catholic PS to Windsor PS","School Buses","712","00B5EF","FFFFFF"
"2433_5021","2433","5021","The Northern Rd opp Whitegates Rd to Llandilo PS","School Buses","712","00B5EF","FFFFFF"
"2433_5022","2433","5022","Richmond Station to Bede Polding College","School Buses","712","00B5EF","FFFFFF"
"2433_5023","2433","5023","Bede Polding College to Windsor HS","School Buses","712","00B5EF","FFFFFF"
"2433_5024","2433","5024","Spinks Rd opp Grand Pde to St Nicholas of Myra Church","School Buses","712","00B5EF","FFFFFF"
"2433_5028","2433","5028","Richmond Station to St Matthews Catholic PS via","School Buses","712","00B5EF","FFFFFF"
"2433_5029","2433","5029","Bede Polding College to Windsor HS via Londonderry","School Buses","712","00B5EF","FFFFFF"
"2433_5030","2433","5030","Londonderry Rd before The Northern Rd to Windsor South PS","School Buses","712","00B5EF","FFFFFF"
"2433_5037","2433","5037","Windsor Station to Windsor HS","School Buses","712","00B5EF","FFFFFF"
"2433_5039","2433","5039","Seventh Av after The Northern Rd to Bede Polding College","School Buses","712","00B5EF","FFFFFF"
"2433_5040","2433","5040","Sirius Rd at Rifle Range Rd to Richmond Station","School Buses","712","00B5EF","FFFFFF"
"2433_5041","2433","5041","Singleton Rd at Kurmond Rd to Hawkesbury HS","School Buses","712","00B5EF","FFFFFF"
"2433_5042","2433","5042","Londonderry Rd at Cranebrook Rd to Londonderry PS","School Buses","712","00B5EF","FFFFFF"
"2433_5043","2433","5043","Londonderry PS to Richmond HS","School Buses","712","00B5EF","FFFFFF"
"2433_5044","2433","5044","Londonderry Rd before Reynolds Rd to Richmond PS","School Buses","712","00B5EF","FFFFFF"
"2433_5045","2433","5045","The Northern Rd after Richmond Rd to Richmond HS","School Buses","712","00B5EF","FFFFFF"
"2433_5047","2433","5047","St Marys Rd after Richmond Rd to Windsor HS via Arndell Anglican College","School Buses","712","00B5EF","FFFFFF"
"2433_5049","2433","5049","Putty Rd opp Morilla Rd to Glossodia PS via Kurrajong East PS","School Buses","712","00B5EF","FFFFFF"
"2433_5050","2433","5050","Comleroy Rd before Oswald Park Pl to Richmond North PS","School Buses","712","00B5EF","FFFFFF"
"2433_5051","2433","5051","Titus Rd at Blaxlands Ridge Rd to Hawkesbury Independent School","School Buses","712","00B5EF","FFFFFF"
"2433_5052","2433","5052","Bull Ridge Rd after Putty Rd to Kurrajong East PS","School Buses","712","00B5EF","FFFFFF"
"2433_5053","2433","5053","East Kurrajong Rd opp Ala Moana Rd to Kurrajong East PS","School Buses","712","00B5EF","FFFFFF"
"2433_5054","2433","5054","River Rd at Springwood Rd to Windsor Station via Richmond Station ","School Buses","712","00B5EF","FFFFFF"
"2433_5056","2433","5056","Tennyson Rd after Kurmond Rd to Hawkesbury HS via George Rd","School Buses","712","00B5EF","FFFFFF"
"2433_5057","2433","5057","Hawkesbury HS to Kurmond PS","School Buses","712","00B5EF","FFFFFF"
"2433_5058","2433","5058","Kurmond Rd at Spinks Rd to Wilberforce PS","School Buses","712","00B5EF","FFFFFF"
"2433_5060","2433","5060","Creek Ridge Rd after Lamrock Av to Kurmond PS via Richmond North PS","School Buses","712","00B5EF","FFFFFF"
"2433_5062","2433","5062","Ski Lodge Rd at Holmes Dr to Glossodia PS via Wilberforce PS & Hawkesbury HS","School Buses","712","00B5EF","FFFFFF"
"2433_5066","2433","5066","Comleroy Rd after Bells Line Of Rd to Kurmond PS via Comleroy Road PS","School Buses","712","00B5EF","FFFFFF"
"2433_5069","2433","5069","Richmond North PS to Grose View PS","School Buses","712","00B5EF","FFFFFF"
"2433_5076","2433","5076","Rouse Hill Town Centre to Gilroy College via Kellyville & Bella Vista","School Buses","712","00B5EF","FFFFFF"
"2433_5077","2433","5077","Green Rd after Wrights Rd to Rouse Hill Anglican College via Kellyville HS","School Buses","712","00B5EF","FFFFFF"
"2433_5078","2433","5078","Acres Rd opp Spring Rd to Castle Towers","School Buses","712","00B5EF","FFFFFF"
"2433_5079","2433","5079","Rowallan Av before Patrick Av to St Bernadette's School via Oakhill College","School Buses","712","00B5EF","FFFFFF"
"2433_5080","2433","5080","Old Northern Rd after Cecil Av to Windsor Rd after Cook St","School Buses","712","00B5EF","FFFFFF"
"2433_5081","2433","5081","Jordan Springs Blvd before McGarritys Pd to Henry Fulton PS","School Buses","712","00B5EF","FFFFFF"
"2433_5085","2433","5085","Grose Vale Rd at Riverview St to Arndell Anglican College","School Buses","712","00B5EF","FFFFFF"
"2433_5086","2433","5086","Sackville Rd at Old Sackville Rd to Wilberforce PS","School Buses","712","00B5EF","FFFFFF"
"2433_5087","2433","5087","Castlereagh Rd at Rickards Rd to Hobartville PS via Richmond PS","School Buses","712","00B5EF","FFFFFF"
"2433_5088","2433","5088","Londonderry Rd before The Northern Rd to Bede Polding College","School Buses","712","00B5EF","FFFFFF"
"2433_5100","2433","5100","Canning Pl at Cattai Rd to St Paul's Grammar School via Windsor HS","School Buses","712","00B5EF","FFFFFF"
"2433_5101","2433","5101","Windsor Station to Old Pitt Town Rd after Boundary Rd","School Buses","712","00B5EF","FFFFFF"
"2433_5102","2433","5102","Balmain Rd opp Hunter St to Oakville PS via Mcgraths Hill","School Buses","712","00B5EF","FFFFFF"
"2433_5103","2433","5103","Windsor Station to Chisholm PS","School Buses","712","00B5EF","FFFFFF"
"2433_5104","2433","5104","Old Stock Route Rd before Saunders Rd to Lorien Novalis School","School Buses","712","00B5EF","FFFFFF"
"2433_5105","2433","5105","Boundary Rd at Old Pitt Town Rd to Maraylya PS","School Buses","712","00B5EF","FFFFFF"
"2433_5106","2433","5106","Riverstone Station to Rouse Hill PS via William Clarke College","School Buses","712","00B5EF","FFFFFF"
"2433_5107","2433","5107","Old Stock Route Rd at Saunders Rd to Galston HS via New Hope School","School Buses","712","00B5EF","FFFFFF"
