route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,trip_note,route_direction
2441_391,213,607109,55599,Port Botany Depot,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607110,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607111,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607112,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607131,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_395,213,607144,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_393,213,607150,55588,Kingsford,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607151,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607152,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,273,607153,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,273,607154,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_395,213,607155,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_391,213,607157,55599,Port Botany Depot,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_393,213,607164,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,607167,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,213,607198,55538,Little Bay,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607210,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607215,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607216,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607217,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607251,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607254,55586,Maroubra Junction,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607255,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_395,213,607271,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607272,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607273,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607274,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607277,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_391,213,607284,55583,La Perouse,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_395,213,607295,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607296,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_395,213,607297,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_393,213,607315,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_395,213,607322,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_391,213,607369,55551,Matraville,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_395,213,607370,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_391,213,607385,55551,Matraville,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607386,55551,Matraville,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,213,607396,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607397,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607410,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607413,55586,Maroubra Junction,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607414,55586,Maroubra Junction,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607415,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607416,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607417,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607418,55586,Maroubra Junction,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607419,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607420,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607421,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607422,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607423,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,607424,55583,La Perouse,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607425,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607426,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607427,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_395,213,607429,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_395,213,607430,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_391,213,607447,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_395,213,607482,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_395,213,607483,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_395,213,607484,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607485,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607486,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607487,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607488,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607489,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607490,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607493,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_393,213,607516,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607517,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_395,213,607519,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607523,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_391,213,607558,55599,Port Botany Depot,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607563,55599,Port Botany Depot,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_393,213,607565,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607566,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607567,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607569,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_395,213,607574,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_391,213,607632,55551,Matraville,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_393,213,607643,55538,Little Bay,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607677,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607678,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607679,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607680,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,607689,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607698,55551,Matraville,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_395,213,607700,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_395,213,607788,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607808,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_391,213,607824,55551,Matraville,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607825,55551,Matraville,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607826,55551,Matraville,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_391,213,607831,55599,Port Botany Depot,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_393,213,607902,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607903,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607904,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607920,55586,Maroubra Junction,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607939,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,607962,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,213,608001,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,608011,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_395,213,608025,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_393,213,608061,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,608069,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,213,608083,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608098,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608099,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608100,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608101,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608102,55538,Little Bay,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608103,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608104,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608105,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,608106,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,608116,55599,Port Botany Depot,0,,2,,Central Railway Square to La Perouse or Port Botany
2441_395,213,608126,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_393,272,610739,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,272,610873,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,356,610913,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610914,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610915,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610916,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610917,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610918,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610919,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610920,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610921,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610923,55682,La Perouse,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610930,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,610931,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_395,356,610991,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610992,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610993,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610994,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610995,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610996,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610997,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610998,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,610999,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,611000,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,611001,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,611002,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_393,272,611057,55682,La Perouse,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611093,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611094,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611095,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611096,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611097,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611098,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611099,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611100,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611101,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611102,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,356,611122,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,356,611123,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,356,611124,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,356,611125,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_395,356,611130,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_393,356,611216,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611217,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611218,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611219,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611220,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611223,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611234,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,272,611237,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611240,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611241,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611242,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611243,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611244,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611245,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611246,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611247,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611248,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611249,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611250,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,356,611251,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,356,611281,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,356,611282,55583,La Perouse,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,272,611286,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,272,611287,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,272,611288,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,356,611289,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,356,611296,55538,Little Bay,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_395,356,611297,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,611304,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,356,611305,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_391,272,611310,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_391,272,611311,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
