route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible,trip_note,route_direction
2441_891,213,584646,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,1,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,584647,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,584648,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,1,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,584649,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,1,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,584650,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,584651,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,115,584652,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,1,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,584653,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585165,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585166,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585167,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,1,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585168,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585169,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585170,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585171,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585172,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585173,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585174,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585175,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,1,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585246,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585247,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,585248,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,1,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,586391,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,586392,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_891,213,586393,46504,High St Nr ANZAC Pde UNSW Gate 3,0,,2,,PrePay Only - UNSW High St to Central Eddy Ave
2441_395,213,607031,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607048,55596,Maroubra Beach,0,,1,,Central Railway Square to Maroubra Beach
2441_395,213,607053,55596,Maroubra Beach,0,,2,,Central Railway Square to Maroubra Beach
2441_393,213,607061,55538,Little Bay,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_393,213,607081,55586,Maroubra Junction,0,,1,,Central Railway Square to Little Bay via Maroubra & Kingsford
2441_391,213,607103,55599,Port Botany Depot,0,,1,,Central Railway Square to La Perouse or Port Botany
2441_393,213,607106,55586,Maroubra Junction,0,,2,,Central Railway Square to Little Bay via Maroubra & Kingsford
